breed,link,translations,alt_names,no_accent,breed_en
TIROLER BRACKE,https://fci.be/en/nomenclature/TYROLEAN-HOUND-68.html,"['TYROLEAN HOUND', 'BRACHET TYROLIEN', 'TIROLER BRACKE', 'SABUESO DEL TIROL']","['brachet tyrolien', 'tiroler bracke', 'tyrolean hound', 'sabueso del tirol']","['brachet tyrolien', 'tiroler bracke', 'tyrolean hound', 'sabueso del tirol']",TYROLEAN HOUND
TORNJAK,https://fci.be/en/nomenclature/BOSNIAN-AND-HERZEGOVINIAN-CROATIAN-SHEPHERD-DOG-355.html,"['BOSNIAN AND HERZEGOVINIAN - CROATIAN SHEPHERD DOG', 'BERGER DE BOSNIE-HERZEGOVINE ET DE CROATIE', 'BOSNISCH-HERZEGOWINISCHER-KROATISCHER SCHÄFERHUND', 'PASTOR DE BOSNIA Y HERZEGOVINA - CROACIA']","['berger de bosnie-herzegovine et de croatie', 'bosnisch-herzegowinischer-kroatischer schäferhund', 'bosnian and herzegovinian - croatian shepherd dog', 'tornjak', 'pastor de bosnia y herzegovina - croacia']","['berger de bosnie-herzegovine et de croatie', 'bosnisch-herzegowinischer-kroatischer schaferhund', 'bosnian and herzegovinian - croatian shepherd dog', 'tornjak', 'pastor de bosnia y herzegovina - croacia']",BOSNIAN AND HERZEGOVINIAN - CROATIAN SHEPHERD DOG
TOSA,https://fci.be/en/nomenclature/TOSA-260.html,"['TOSA', 'TOSA', 'TOSA', 'TOSA']",['tosa'],['tosa'],TOSA
VÄSTGÖTASPETS,https://fci.be/en/nomenclature/SWEDISH-VALLHUND-14.html,"['SWEDISH VALLHUND', 'VALLHUND SUEDOIS - SPITZ DES VISIGOTHS', 'SCHWEDISCHER WALLHUND', 'SPITZ DE LOS VISIGODOS - VALLHUND SUECO']","['spitz de los visigodos - vallhund sueco', 'swedish vallhund', 'västgötaspets', 'schwedischer wallhund', 'vallhund suedois - spitz des visigoths']","['spitz de los visigodos - vallhund sueco', 'swedish vallhund', 'vastgotaspets', 'schwedischer wallhund', 'vallhund suedois - spitz des visigoths']",SWEDISH VALLHUND
VOLPINO ITALIANO,https://fci.be/en/nomenclature/ITALIAN-VOLPINO-195.html,"['ITALIAN VOLPINO', 'VOLPINO ITALIEN', 'ITALIENISCHER VOLPINO', 'VOLPINO ITALIANO']","['italian volpino', 'volpino italiano', 'italienischer volpino', 'volpino italien']","['italian volpino', 'volpino italiano', 'italienischer volpino', 'volpino italien']",ITALIAN VOLPINO
VOSTOTCHNO-SIBIRSKAÏA LAÏKA,https://fci.be/en/nomenclature/EAST-SIBERIAN-LAIKA-305.html,"['EAST SIBERIAN LAIKA', 'LAIKA DE SIBERIE ORIENTALE', 'OSTSIBIRISCHER LAÏKA', 'LAIKA DE SIBERIA ORIENTAL']","['laika de siberia oriental', 'vostotchno-sibirskaïa laïka', 'east siberian laika', 'ostsibirischer laïka', 'laika de siberie orientale']","['laika de siberia oriental', 'vostotchno-sibirskaia laika', 'east siberian laika', 'ostsibirischer laika', 'laika de siberie orientale']",EAST SIBERIAN LAIKA
WEIMARANER,https://fci.be/en/nomenclature/WEIMARANER-99.html,"['WEIMARANER', 'BRAQUE DE WEIMAR', 'WEIMARANER', 'WEIMARANER']","['braque de weimar', 'weimaraner']","['braque de weimar', 'weimaraner']",WEIMARANER
WELSH CORGI (CARDIGAN),https://fci.be/en/nomenclature/WELSH-CORGI-CARDIGAN-38.html,"['WELSH CORGI (CARDIGAN)', 'WELSH CORGI (CARDIGAN)', 'WELSH CORGI (CARDIGAN)', 'WELSH CORGI (CARDIGAN)']",['welsh corgi (cardigan)'],['welsh corgi (cardigan)'],WELSH CORGI (CARDIGAN)
WELSH CORGI (PEMBROKE),https://fci.be/en/nomenclature/WELSH-CORGI-PEMBROKE-39.html,"['WELSH CORGI (PEMBROKE)', 'WELSH CORGI (PEMBROKE)', 'WELSH CORGI (PEMBROKE)', 'WELSH CORGI (PEMBROKE)']",['welsh corgi (pembroke)'],['welsh corgi (pembroke)'],WELSH CORGI (PEMBROKE)
WELSH SPRINGER SPANIEL,https://fci.be/en/nomenclature/WELSH-SPRINGER-SPANIEL-126.html,"['WELSH SPRINGER SPANIEL', 'WELSH SPRINGER SPANIEL', 'WELSH SPRINGER SPANIEL', 'SPRINGER SPANIEL GALÉS']","['welsh springer spaniel', 'springer spaniel galés']","['welsh springer spaniel', 'springer spaniel gales']",WELSH SPRINGER SPANIEL
WELSH TERRIER,https://fci.be/en/nomenclature/WELSH-TERRIER-78.html,"['WELSH TERRIER', 'WELSH TERRIER', 'WELSH TERRIER', 'WELSH TERRIER']",['welsh terrier'],['welsh terrier'],WELSH TERRIER
WEST HIGHLAND WHITE TERRIER,https://fci.be/en/nomenclature/WEST-HIGHLAND-WHITE-TERRIER-85.html,"['WEST HIGHLAND WHITE TERRIER', 'WEST HIGHLAND WHITE TERRIER', 'WEST HIGHLAND WHITE TERRIER', 'WEST HIGHLAND WHITE TERRIER']",['west highland white terrier'],['west highland white terrier'],WEST HIGHLAND WHITE TERRIER
WESTFÄLISCHE DACHSBRACKE,https://fci.be/en/nomenclature/WESTPHALIAN-DACHSBRACKE-100.html,"['WESTPHALIAN DACHSBRACKE', 'BASSET DE WESTPHALIE', 'WESTFÄLISCHE DACHSBRACKE', 'PERRO TEJONERO DE WESTFALIA']","['westfälische dachsbracke', 'basset de westphalie', 'perro tejonero de westfalia', 'westphalian dachsbracke']","['westfalische dachsbracke', 'basset de westphalie', 'perro tejonero de westfalia', 'westphalian dachsbracke']",WESTPHALIAN DACHSBRACKE
WETTERHOUN,https://fci.be/en/nomenclature/WETTERHOUN-221.html,"['WETTERHOUN', ""CHIEN D'EAU FRISON"", 'FRIESISCHER WASSERHUND', 'PERRO DE AGUA FRISON']","[""chien d'eau frison"", 'friesischer wasserhund', 'perro de agua frison', 'wetterhoun']","[""chien d'eau frison"", 'friesischer wasserhund', 'perro de agua frison', 'wetterhoun']",WETTERHOUN
WHIPPET,https://fci.be/en/nomenclature/WHIPPET-162.html,"['WHIPPET', 'WHIPPET', 'WHIPPET', 'WHIPPET']",['whippet'],['whippet'],WHIPPET
XOLOITZCUINTLE,https://fci.be/en/nomenclature/XOLOITZCUINTLE-234.html,"['XOLOITZCUINTLE', 'XOLOITZCUINTLE', 'MEXIKANISCHER NACKTHUND', 'XOLOITZCUINTLE']","['xoloitzcuintle', 'mexikanischer nackthund']","['xoloitzcuintle', 'mexikanischer nackthund']",XOLOITZCUINTLE
YAKUTSKAYA LAIKA,https://fci.be/en/nomenclature/YAKUTIAN-LAIKA-365.html,"['YAKUTIAN LAIKA', 'LAÏKA DE IAKOUTIE', 'YAKUTSKAYA LAIKA', 'LAIKA DE YAKUTIA']","['laïka de iakoutie', 'yakutian laika', 'yakutskaya laika', 'laika de yakutia']","['laika de iakoutie', 'yakutian laika', 'yakutskaya laika', 'laika de yakutia']",YAKUTIAN LAIKA
YORKSHIRE TERRIER,https://fci.be/en/nomenclature/YORKSHIRE-TERRIER-86.html,"['YORKSHIRE TERRIER', 'TERRIER DU YORKSHIRE', 'YORKSHIRE TERRIER', 'YORKSHIRE TERRIER']","['terrier du yorkshire', 'yorkshire terrier']","['terrier du yorkshire', 'yorkshire terrier']",YORKSHIRE TERRIER
YUZHNORUSSKAYA OVCHARKA,https://fci.be/en/nomenclature/SOUTH-RUSSIAN-SHEPHERD-DOG-326.html,"['SOUTH RUSSIAN SHEPHERD DOG', 'BERGER DE RUSSIE MERIDIONALE', 'SÜDRUSSISCHER OVTCHARKA', 'PERRO DE PASTOR DE RUSIA MERIDIONAL']","['perro de pastor de rusia meridional', 'berger de russie meridionale', 'yuzhnorusskaya ovcharka', 'south russian shepherd dog', 'südrussischer ovtcharka']","['perro de pastor de rusia meridional', 'berger de russie meridionale', 'yuzhnorusskaya ovcharka', 'south russian shepherd dog', 'sudrussischer ovtcharka']",SOUTH RUSSIAN SHEPHERD DOG
ZAPADNO-SIBIRSKAÏA LAÏKA,https://fci.be/en/nomenclature/WEST-SIBERIAN-LAIKA-306.html,"['WEST SIBERIAN LAIKA', 'LAIKA DE SIBERIE OCCIDENTALE', 'WESTSIBIRISCHER LAÏKA', 'LAIKA DE SIBERIA OCCIDENTAL']","['west siberian laika', 'laika de siberie occidentale', 'westsibirischer laïka', 'laika de siberia occidental', 'zapadno-sibirskaïa laïka']","['west siberian laika', 'laika de siberie occidentale', 'westsibirischer laika', 'laika de siberia occidental', 'zapadno-sibirskaia laika']",WEST SIBERIAN LAIKA
ZWERGPINSCHER,https://fci.be/en/nomenclature/MINIATURE-PINSCHER-185.html,"['MINIATURE PINSCHER', 'PINSCHER NAIN', 'ZWERGPINSCHER', 'PINSCHER MINIATURA']","['zwergpinscher', 'miniature pinscher', 'pinscher nain', 'pinscher miniatura']","['zwergpinscher', 'miniature pinscher', 'pinscher nain', 'pinscher miniatura']",MINIATURE PINSCHER
ZWERGSCHNAUZER,https://fci.be/en/nomenclature/MINIATURE-SCHNAUZER-183.html,"['MINIATURE SCHNAUZER', 'SCHNAUZER NAIN', 'ZWERGSCHNAUZER', 'SCHNAUZER MINIATURA']","['miniature schnauzer', 'schnauzer miniatura', 'schnauzer nain', 'zwergschnauzer']","['miniature schnauzer', 'schnauzer miniatura', 'schnauzer nain', 'zwergschnauzer']",MINIATURE SCHNAUZER
